Parent_name,Gram_stain,Motility,Cell_shape,Culture_temperature_range,Oxygen_tolerance,Spore_formation,Biosafety_level
Nocardiopsis rhizosphaerae,positive,NA,NA,NA,NA,yes,BSL-1
Nocardiopsis rhodophaea,positive,no,rod,mesophilic,NA,yes,BSL-1
Nocardiopsis rosea,positive,no,rod,mesophilic,NA,yes,BSL-1
Nocardiopsis salina,positive,no,rod,mesophilic,NA,yes,BSL-1
Nocardiopsis sediminis,positive,no,NA,mesophilic,NA,yes,BSL-1
Nocardiopsis sinuspersici,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nocardiopsis streptosporeus,NA,NA,NA,mesophilic,NA,NA,NA
Nocardiopsis synnemataformans,NA,NA,NA,mesophilic,NA,NA,NA
Nocardiopsis tangguensis,NA,NA,NA,mesophilic,NA,NA,NA
Nocardiopsis terrae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nocardiopsis trehalosi,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nocardiopsis umidischolae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nocardiopsis valliformis,positive,no,NA,mesophilic,NA,yes,BSL-1
Nocardiopsis xinjiangensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nocardiopsis yanqiensis,NA,NA,NA,mesophilic,NA,NA,NA
Nodularia spumigena,NA,NA,NA,NA,NA,NA,BSL-1
Nonlabens aestuariivivens,negative,no,rod,mesophilic,NA,NA,NA
Nonlabens agnitus,NA,NA,NA,mesophilic,NA,NA,NA
Nonlabens antarcticus,NA,NA,NA,psychrophilic,NA,NA,NA
Nonlabens arenilitoris,NA,NA,NA,mesophilic,NA,NA,NA
Nonlabens dokdonensis,negative,no,rod,mesophilic,NA,no,BSL-1
Nonlabens halophilus,NA,NA,NA,NA,NA,no,NA
Nonlabens marinus,NA,NA,NA,NA,NA,NA,BSL-1
Nonlabens ponticola,NA,NA,NA,NA,NA,NA,NA
Nonlabens spongiae,negative,yes,rod,NA,NA,no,NA
Nonlabens tegetincola,NA,NA,NA,NA,NA,NA,NA
Nonlabens ulvanivorans,NA,NA,NA,mesophilic,NA,NA,NA
Nonlabens xiamenensis,NA,NA,NA,NA,NA,NA,NA
Nonlabens xylanidelens,negative,no,rod,mesophilic,NA,no,BSL-1
Nonomuraea africana,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea angiospora,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea antimicrobica,positive,no,spiral,mesophilic,NA,NA,BSL-1
Nonomuraea antri,NA,NA,NA,NA,NA,NA,NA
Nonomuraea aridisoli,NA,NA,NA,NA,NA,NA,NA
Nonomuraea asiatica,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea aurantiaca,NA,NA,NA,NA,NA,NA,NA
Nonomuraea bangladeshensis,positive,no,NA,mesophilic,NA,yes,BSL-1
Nonomuraea basaltis,positive,no,NA,NA,NA,yes,NA
Nonomuraea candida,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea cavernae,positive,no,NA,mesophilic,NA,NA,BSL-1
Nonomuraea ceibae,positive,no,NA,NA,NA,yes,NA
Nonomuraea coxensis,positive,no,NA,mesophilic,NA,yes,BSL-1
Nonomuraea cypriaca,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea deserti,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea diastatica,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea dietziae,NA,NA,NA,mesophilic,NA,yes,BSL-1
Nonomuraea endophytica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea fastidiosa,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea ferruginea,NA,NA,NA,NA,NA,NA,NA
Nonomuraea flavida,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea flexuosa,NA,NA,NA,thermophilic,NA,NA,BSL-1
Nonomuraea fuscirosea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea gerenzanensis,positive,no,NA,NA,NA,NA,BSL-1
Nonomuraea glycinis,positive,NA,NA,NA,NA,yes,BSL-1
Nonomuraea guangzhouensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea harbinensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea helvata,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea indica,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea insulae,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea jabiensis,positive,no,spiral,mesophilic,NA,yes,BSL-1
Nonomuraea jiangxiensis,NA,no,NA,mesophilic,NA,yes,NA
Nonomuraea kuesteri,positive,no,NA,mesophilic,NA,yes,BSL-1
Nonomuraea lactucae,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea latina,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea longicatena,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea longispora,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea lycopersici,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea maheshkhaliensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea mangrovi,positive,no,NA,mesophilic,NA,yes,NA
Nonomuraea maritima,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea mesophila,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea monospora,positive,NA,NA,mesophilic,NA,yes,BSL-1
Nonomuraea montanisoli,NA,NA,NA,NA,NA,NA,NA
Nonomuraea muscovyensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea phyllanthi,NA,NA,NA,NA,NA,NA,NA
Nonomuraea polychroma,NA,NA,NA,NA,NA,NA,NA
Nonomuraea purpurea,positive,NA,NA,NA,NA,yes,NA
Nonomuraea pusilla,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea recticatena,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea rhizophila,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea rhizosphaerae,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea rhodomycinica,positive,NA,NA,thermophilic,NA,yes,NA
Nonomuraea rosea,positive,NA,NA,mesophilic,NA,yes,BSL-1
Nonomuraea roseola,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea rubra,NA,NA,NA,NA,NA,NA,NA
Nonomuraea salmonea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea shaanxiensis,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea solani,positive,no,NA,mesophilic,NA,yes,BSL-1
Nonomuraea soli,NA,NA,NA,mesophilic,NA,yes,BSL-1
Nonomuraea spiralis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea stahlianthi,positive,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea suaedae,NA,NA,NA,NA,NA,NA,NA
Nonomuraea syzygii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea terrae,positive,NA,NA,mesophilic,NA,NA,NA
Nonomuraea terrinata,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea thailandensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea thermotolerans,positive,no,NA,NA,NA,yes,NA
Nonomuraea turkmeniaca,NA,NA,NA,NA,NA,NA,NA
Nonomuraea typhae,NA,NA,NA,mesophilic,NA,NA,NA
Nonomuraea wenchangensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Nonomuraea zeae,positive,NA,NA,NA,NA,NA,BSL-1
Nosocomiicoccus ampullae,NA,NA,NA,mesophilic,NA,NA,NA
Nosocomiicoccus massiliensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Notoacmeibacter marinus,NA,NA,NA,NA,NA,NA,NA
Notoacmeibacter ruber,NA,NA,NA,NA,NA,NA,NA
Novibacillus thermophilus,NA,NA,NA,NA,NA,NA,BSL-1
Noviherbaspirillum aerium,NA,NA,NA,NA,NA,NA,NA
Noviherbaspirillum agri,NA,NA,NA,mesophilic,NA,NA,NA
Noviherbaspirillum aridicola,NA,NA,NA,NA,NA,NA,NA
Noviherbaspirillum aurantiacum,negative,yes,rod,mesophilic,NA,no,BSL-1
Noviherbaspirillum autotrophicum,NA,NA,NA,mesophilic,NA,NA,NA
Noviherbaspirillum canariense,negative,yes,rod,mesophilic,NA,no,BSL-1
Noviherbaspirillum denitrificans,negative,yes,rod,mesophilic,NA,NA,BSL-1
Noviherbaspirillum humi,NA,NA,NA,mesophilic,NA,NA,NA
Noviherbaspirillum malthae,negative,NA,rod,NA,NA,NA,NA
Noviherbaspirillum massiliense,NA,yes,rod,mesophilic,NA,NA,BSL-1
Noviherbaspirillum pedocola,NA,NA,NA,NA,NA,NA,NA
Noviherbaspirillum psychrotolerans,negative,yes,rod,psychrophilic,NA,no,BSL-1
Noviherbaspirillum soli,negative,yes,rod,mesophilic,NA,no,BSL-1
Noviherbaspirillum suwonense,NA,NA,NA,NA,NA,NA,BSL-1
Novimethylophilus kurashikiensis,NA,NA,NA,mesophilic,NA,NA,NA
Novipirellula artificiosorum,negative,yes,ovoid,NA,NA,NA,NA
Novipirellula aureliae,negative,yes,ovoid,NA,NA,NA,NA
Novipirellula caenicola,NA,NA,NA,NA,NA,NA,BSL-1
Novipirellula galeiformis,negative,yes,ovoid,NA,NA,NA,NA
Novipirellula rosea,NA,NA,NA,mesophilic,NA,NA,NA
Novispirillum itersonii,NA,NA,NA,mesophilic,NA,NA,NA
Novisyntrophococcus fermenticellae,NA,NA,NA,NA,NA,NA,NA
Novosphingobium acidiphilum,negative,yes,rod,mesophilic,NA,no,BSL-1
Novosphingobium aerophilum,NA,NA,NA,NA,NA,NA,NA
Novosphingobium aquaticum,negative,no,rod,mesophilic,NA,yes,BSL-1
Novosphingobium aquimarinum,NA,NA,NA,mesophilic,NA,NA,NA
Novosphingobium aquiterrae,NA,NA,NA,NA,NA,NA,BSL-1
Novosphingobium arabidopsis,NA,NA,NA,mesophilic,NA,NA,NA
Novosphingobium aromaticivorans,NA,NA,NA,mesophilic,NA,NA,NA
Novosphingobium arvoryzae,negative,no,rod,psychrophilic,NA,no,NA
Novosphingobium aureum,NA,NA,NA,NA,NA,NA,NA
Novosphingobium barchaimii,negative,no,rod,mesophilic,NA,NA,BSL-1
Novosphingobium bradum,negative,no,rod,NA,NA,no,NA
Novosphingobium capsulatum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium chloroacetimidivorans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium clariflavum,negative,NA,rod,mesophilic,NA,NA,BSL-1
Novosphingobium colocasiae,negative,no,rod,NA,NA,no,NA
Novosphingobium decolorationis,NA,NA,NA,NA,NA,NA,NA
Novosphingobium endophyticum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium flavum,negative,no,rod,NA,NA,no,NA
Novosphingobium fluoreni,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium fontis,negative,no,rod,NA,NA,no,NA
Novosphingobium fuchskuhlense,negative,no,rod,mesophilic,NA,NA,BSL-1
Novosphingobium ginsenosidimutans,NA,NA,NA,mesophilic,NA,NA,NA
Novosphingobium gossypii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium guangzhouense,negative,yes,rod,NA,NA,NA,BSL-1
Novosphingobium hassiacum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium humi,negative,no,rod,NA,NA,NA,NA
Novosphingobium indicum,negative,no,rod,mesophilic,NA,NA,BSL-1
Novosphingobium ipomoeae,negative,no,rod,NA,NA,no,NA
Novosphingobium jiangmenense,NA,NA,NA,NA,NA,NA,NA
Novosphingobium kunmingense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium lentum,NA,NA,NA,psychrophilic,NA,NA,NA
Novosphingobium lindaniclasticum,negative,no,rod,mesophilic,NA,no,BSL-1
Novosphingobium lotistagni,negative,no,rod,NA,NA,NA,NA
Novosphingobium lubricantis,NA,NA,rod,NA,NA,no,NA
Novosphingobium malaysiense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium marinum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium mathurense,negative,yes,rod,mesophilic,NA,no,BSL-1
Novosphingobium meiothermophilum,negative,NA,rod,NA,NA,NA,NA
Novosphingobium naphthae,negative,no,rod,NA,NA,no,NA
Novosphingobium naphthalenivorans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium nitrogenifigens,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium olei,NA,NA,NA,NA,NA,NA,NA
Novosphingobium oryzae,negative,NA,rod,NA,NA,NA,NA
Novosphingobium ovatum,NA,NA,NA,NA,NA,NA,NA
Novosphingobium panipatense,negative,no,rod,mesophilic,NA,no,BSL-1
Novosphingobium pentaromativorans,negative,no,rod,mesophilic,NA,NA,BSL-1
Novosphingobium piscinae,negative,yes,rod,NA,NA,no,NA
Novosphingobium pokkalii,NA,NA,NA,NA,NA,NA,NA
Novosphingobium resinovorum,NA,NA,NA,mesophilic,NA,NA,NA
Novosphingobium rhizosphaerae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium rosa,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium sediminicola,negative,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium silvae,NA,NA,NA,NA,NA,NA,NA
Novosphingobium soli,negative,yes,rod,mesophilic,NA,no,BSL-1
Novosphingobium subterraneum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Novosphingobium taihuense,negative,no,rod,mesophilic,NA,no,BSL-1
Novosphingobium umbonatum,NA,NA,NA,NA,NA,NA,NA
Novosphingopyxis baekryungensis,negative,yes,ovoid,mesophilic,NA,no,BSL-1
Novosphingopyxis iocasae,NA,NA,NA,NA,NA,NA,NA
Nubsella zeaxanthinifaciens,negative,yes,rod,NA,NA,no,NA
Nucisporomicrobium flavum,NA,NA,NA,NA,NA,NA,NA
Numidum massiliense,NA,NA,NA,mesophilic,NA,NA,NA
Obesumbacterium proteus,NA,NA,NA,mesophilic,NA,NA,NA
Oblitimonas alkaliphila,NA,NA,NA,NA,NA,NA,NA
Occallatibacter riparius,NA,NA,NA,NA,NA,NA,BSL-1
Occallatibacter savannae,negative,yes,rod,NA,NA,no,BSL-1
Occidentia massiliensis,NA,NA,NA,mesophilic,NA,NA,NA
Occultella aeris,NA,NA,NA,mesophilic,NA,NA,NA
Occultella glacieicola,positive,yes,rod,psychrophilic,NA,NA,NA
Occultella gossypii,NA,NA,NA,NA,NA,NA,NA
Oceanibacterium hippocampi,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Oceanibaculum indicum,negative,yes,rod,NA,NA,NA,NA
Oceanibaculum nanhaiense,negative,yes,rod,NA,NA,NA,NA
Oceanibaculum pacificum,negative,yes,rod,mesophilic,NA,NA,BSL-1
Oceanibium sediminis,NA,NA,NA,NA,NA,NA,NA
Oceanicaulis alexandrii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanicaulis stylophorae,negative,yes,rod,NA,NA,NA,NA
Oceanicella actignis,NA,NA,NA,thermophilic,NA,NA,BSL-1
Oceanicola granulosus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanidesulfovibrio gabonensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanidesulfovibrio indonesiensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanidesulfovibrio marinus,negative,yes,rod,mesophilic,NA,no,BSL-1
Oceaniferula marina,NA,NA,NA,NA,NA,NA,NA
Oceaniglobus ichthyenteri,negative,no,NA,NA,NA,NA,NA
Oceaniglobus indicus,negative,no,ovoid,NA,NA,NA,NA
Oceanihabitans sediminis,negative,yes,rod,NA,NA,NA,BSL-1
Oceanimonas baumannii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanimonas doudoroffii,NA,NA,NA,mesophilic,NA,NA,NA
Oceanimonas marisflavi,negative,yes,rod,mesophilic,NA,NA,NA
Oceanimonas smirnovii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceaniovalibus guishaninsula,NA,NA,NA,mesophilic,NA,NA,NA
Oceanipulchritudo coccoides,NA,NA,NA,NA,NA,NA,NA
Oceaniradius stylonematis,negative,yes,rod,mesophilic,NA,NA,NA
Oceanirhabdus sediminicola,positive,NA,rod,mesophilic,NA,yes,BSL-1
Oceaniserpentilla haliotis,negative,yes,rod,psychrophilic,NA,no,BSL-1
Oceanisphaera aquimarina,NA,NA,NA,mesophilic,NA,NA,NA
Oceanisphaera arctica,negative,no,coccus,NA,NA,NA,NA
Oceanisphaera avium,negative,yes,rod,NA,NA,NA,NA
Oceanisphaera donghaensis,negative,yes,rod,mesophilic,NA,no,BSL-1
Oceanisphaera halophilus,NA,NA,NA,mesophilic,NA,NA,NA
Oceanisphaera litoralis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanisphaera marina,NA,NA,NA,NA,NA,NA,BSL-1
Oceanisphaera ostreae,negative,NA,NA,mesophilic,NA,NA,NA
Oceanisphaera profunda,NA,NA,NA,NA,NA,NA,BSL-1
Oceanisphaera psychrotolerans,NA,NA,NA,mesophilic,NA,NA,NA
Oceanisphaera sediminis,NA,NA,NA,mesophilic,NA,NA,NA
Oceanispirochaeta crateris,NA,NA,NA,mesophilic,NA,NA,NA
Oceanispirochaeta litoralis,negative,yes,NA,mesophilic,NA,no,BSL-1
Oceanispirochaeta sediminicola,negative,yes,NA,NA,NA,NA,BSL-1
Oceanitalea stevensii,NA,NA,NA,mesophilic,NA,NA,NA
Oceanithermus desulfurans,NA,NA,NA,thermophilic,NA,NA,BSL-1
Oceanithermus profundus,NA,NA,NA,thermophilic,microaerophile,NA,BSL-1
Oceanivirga miroungae,NA,NA,NA,mesophilic,NA,NA,NA
Oceanivirga salmonicida,negative,no,rod,psychrophilic,microaerophile,no,NA
Oceanobacillus alkalisoli,NA,NA,NA,NA,NA,NA,NA
Oceanobacillus arenosus,NA,NA,NA,NA,NA,NA,BSL-1
Oceanobacillus bengalensis,NA,NA,NA,NA,NA,NA,BSL-1
Oceanobacillus caeni,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanobacillus chironomi,positive,yes,rod,mesophilic,NA,yes,BSL-1
Oceanobacillus chungangensis,positive,yes,rod,NA,NA,yes,NA
Oceanobacillus damuensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanobacillus endoradicis,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacillus halophilus,positive,yes,rod,NA,NA,yes,BSL-1
Oceanobacillus halotolerans,positive,yes,rod,NA,NA,yes,NA
Oceanobacillus iheyensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanobacillus indicireducens,positive,yes,rod,mesophilic,NA,yes,BSL-1
Oceanobacillus jeddahense,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacillus kapialis,positive,yes,rod,mesophilic,NA,yes,BSL-1
Oceanobacillus kimchii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanobacillus limi,NA,NA,NA,NA,NA,NA,BSL-1
Oceanobacillus longus,positive,yes,rod,NA,NA,yes,NA
Oceanobacillus luteolus,NA,NA,NA,NA,NA,NA,BSL-1
Oceanobacillus massiliensis,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacillus neutriphilus,positive,yes,rod,mesophilic,NA,yes,BSL-1
Oceanobacillus oncorhynchi,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacillus pacificus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanobacillus picturae,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacillus piezotolerans,positive,yes,rod,mesophilic,NA,yes,NA
Oceanobacillus polygoni,positive,yes,rod,mesophilic,NA,yes,BSL-1
Oceanobacillus profundus,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacillus rekensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanobacillus salinisoli,NA,NA,NA,NA,NA,NA,NA
Oceanobacillus sojae,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacillus zhaokaii,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacter kriegii,NA,NA,NA,mesophilic,NA,NA,NA
Oceanobacter mangrovi,NA,NA,NA,NA,NA,NA,NA
Oceanococcus atlanticus,NA,NA,NA,NA,NA,NA,NA
Oceanospirillum beijerinckii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanospirillum linum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanospirillum maris,NA,NA,NA,NA,NA,NA,BSL-1
Oceanospirillum multiglobuliferum,NA,NA,NA,mesophilic,NA,NA,NA
Oceanospirillum sanctuarii,NA,NA,NA,mesophilic,NA,NA,NA
Oceanospirillum vagum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oceanotoga teriensis,negative,yes,rod,NA,NA,no,BSL-1
Ochrobactrum gallinarum,NA,NA,NA,mesophilic,NA,NA,NA
Ochrobactrum soli,negative,yes,rod,NA,NA,no,NA
Ochrobactrum teleogrylli,NA,NA,NA,NA,NA,NA,NA
Ochrovirga pacifica,NA,NA,NA,mesophilic,NA,NA,NA
Octadecabacter antarcticus,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Octadecabacter arcticus,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Octadecabacter ascidiaceicola,negative,no,rod,mesophilic,NA,no,NA
Octadecabacter ponticola,negative,no,coccus,mesophilic,NA,no,BSL-1
Octadecabacter temperatus,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Odoribacter denticanis,negative,no,NA,mesophilic,NA,no,NA
Odoribacter laneus,negative,no,rod,mesophilic,NA,NA,BSL-1
Odoribacter lunatus,NA,NA,NA,mesophilic,NA,NA,NA
Odoribacter splanchnicus,NA,NA,NA,mesophilic,NA,NA,BSL-2
Oecophyllibacter saccharovorans,negative,no,rod,mesophilic,NA,NA,NA
Oenococcus alcoholitolerans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oenococcus kitaharae,NA,NA,NA,mesophilic,microaerophile,NA,BSL-1
Oenococcus oeni,NA,NA,NA,mesophilic,NA,NA,NA
Oerskovia douganii,NA,NA,NA,mesophilic,NA,NA,NA
Oerskovia enterophila,NA,NA,NA,mesophilic,NA,NA,NA
Oerskovia gallyi,NA,NA,NA,mesophilic,NA,NA,NA
Oerskovia jenensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oerskovia merdavium,NA,NA,NA,mesophilic,NA,NA,NA
Oerskovia paurometabola,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oerskovia rustica,NA,NA,NA,mesophilic,NA,NA,NA
Oerskovia turbata,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oharaeibacter diazotrophicus,negative,yes,rod,NA,NA,no,BSL-1
Ohtaekwangia koreensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Ohtaekwangia kribbensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Okibacterium endophyticum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Okibacterium fritillariae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Olegusella massiliensis,NA,NA,NA,mesophilic,NA,NA,NA
Oleiagrimonas citrea,negative,yes,rod,mesophilic,NA,NA,NA
Oleiagrimonas soli,negative,NA,rod,NA,NA,NA,BSL-1
Oleibacter marinus,negative,yes,rod,mesophilic,NA,NA,BSL-1
Oleidesulfovibrio alaskensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oleidesulfovibrio vietnamensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oleiharenicola alkalitolerans,negative,no,coccus,NA,NA,no,NA
Oleiharenicola lentus,NA,NA,NA,NA,NA,NA,NA
Oleiliquidispirillum nitrogeniifigens,NA,NA,NA,NA,NA,NA,NA
Oleiphilus messinensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oleisolibacter albus,negative,yes,rod,NA,NA,NA,NA
Oleispira antarctica,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Oleispira lenta,NA,NA,NA,NA,NA,NA,BSL-1
Oligella ureolytica,NA,NA,NA,mesophilic,NA,NA,NA
Oligella urethralis,NA,NA,NA,mesophilic,NA,NA,NA
Oligoflexus tunisiensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Oligosphaera ethanolica,negative,no,coccus,mesophilic,NA,no,BSL-1
Oliverpabstia intestinalis,NA,NA,NA,mesophilic,NA,NA,NA
Olivibacter composti,negative,no,rod,NA,NA,NA,NA
Olivibacter domesticus,negative,no,rod,mesophilic,NA,no,BSL-1
Olivibacter ginsengisoli,negative,no,rod,NA,NA,no,NA
Olivibacter ginsenosidimutans,negative,NA,rod,mesophilic,NA,NA,NA
Olivibacter jilunii,negative,no,rod,NA,NA,no,NA
Olivibacter oleidegradans,NA,NA,NA,NA,NA,NA,BSL-1
Olivibacter sitiensis,negative,no,rod,mesophilic,NA,no,BSL-1
Olivibacter soli,negative,no,rod,NA,NA,no,NA
Olivibacter terrae,negative,no,rod,NA,NA,no,NA
Olleya algicola,negative,yes,rod,mesophilic,NA,NA,BSL-1
Olleya aquimaris,negative,yes,rod,mesophilic,NA,no,BSL-1
Olleya marilimosa,negative,yes,rod,mesophilic,NA,no,BSL-1
Olleya namhaensis,negative,yes,rod,mesophilic,NA,NA,BSL-1
Olleya sediminilitoris,NA,NA,NA,NA,NA,NA,NA
Olsenella massiliensis,NA,NA,NA,mesophilic,NA,NA,NA
Olsenella phocaeensis,NA,NA,NA,NA,NA,NA,NA
Olsenella porci,NA,NA,NA,mesophilic,NA,NA,NA
Olsenella profusa,NA,NA,NA,mesophilic,NA,NA,NA
Olsenella timonensis,NA,NA,NA,mesophilic,NA,NA,NA
Olsenella uli,NA,NA,NA,mesophilic,NA,NA,BSL-2
Olsenella umbonata,NA,NA,NA,mesophilic,NA,NA,BSL-1
Olsenella urininfantis,NA,NA,NA,NA,NA,NA,NA
Onobrychidicola muellerharveyae,NA,NA,NA,mesophilic,NA,NA,NA
Opitutus paludus,NA,NA,NA,mesophilic,NA,NA,NA
Opitutus terrae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Orbus hercynius,NA,no,ovoid,mesophilic,NA,NA,BSL-1
Orbus sasakiae,negative,no,coccus,NA,NA,NA,BSL-1
Orenia chitinitropha,NA,NA,NA,mesophilic,NA,NA,BSL-1
Orenia marismortui,NA,NA,NA,mesophilic,NA,NA,BSL-1
Orenia metallireducens,NA,NA,NA,mesophilic,NA,NA,NA
Orenia salinaria,NA,NA,NA,mesophilic,NA,NA,BSL-1
Orenia sivashensis,NA,NA,NA,thermophilic,NA,NA,BSL-1
Oribacterium asaccharolyticum,NA,yes,rod,mesophilic,NA,no,BSL-1
Oribacterium parvum,NA,yes,rod,mesophilic,NA,no,BSL-1
Oribacterium sinus,positive,yes,ovoid,mesophilic,NA,no,BSL-1
Oricola cellulosilytica,NA,NA,NA,mesophilic,NA,NA,NA
Oricola indica,NA,NA,NA,NA,NA,NA,NA
Oricola thermophila,NA,NA,NA,thermophilic,NA,NA,NA
Orientia tsutsugamushi,NA,NA,NA,NA,NA,NA,NA
Ornatilinea apprima,negative,no,NA,thermophilic,NA,no,BSL-1
Ornithinibacillus bavariensis,positive,yes,rod,mesophilic,NA,yes,BSL-1
Ornithinibacillus californiensis,positive,yes,rod,mesophilic,NA,yes,BSL-1
Ornithinibacillus caprae,positive,yes,rod,NA,NA,yes,NA
Ornithinibacillus contaminans,positive,no,rod,mesophilic,NA,yes,BSL-1
Ornithinibacillus gellani,positive,yes,rod,NA,NA,yes,NA
