Species,anthropic/claude-3-sonnet,anthropic/claude-sonnet-4,deepseek/deepseek-chat-v3-0324,deepseek/deepseek-r1-0528,google/gemini-2.5-flash,google/gemini-2.5-flash-lite,google/gemma-3-27b-it,meta-llama/llama-3.3-70b-instruct,mistralai/mistral-nemo,moonshotai/kimi-k2,openai/gpt-4,openai/gpt-4.1,openai/gpt-4.1-nano,openai/gpt-4o,openai/gpt-4o-mini,openai/gpt-5,openai/gpt-5-nano,openai/gpt-oss-120b,openai/gpt-oss-20b,openai/o4-mini,perplexity/sonar-reasoning-pro,x-ai/grok-3-mini
Desulfobacter curvatus,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Extensive,Limited,Limited,Limited,Moderate,Limited,No Result,Moderate
Paraburkholderia phenoliruptrix,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Extensive,Extensive,NA,No Result,Moderate,Limited,Extensive,Moderate,Limited,Moderate,Moderate,Limited,No Result,Moderate
Streptomyces graminifolii,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Extensive,Limited,NA,No Result,Limited,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Bacillus dafuensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,NA
Burkholderia puraquae,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,NA,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Xanthomonas prunicola,Moderate,Limited,Limited,Limited,Moderate,Moderate,Extensive,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Moderate,Limited,No Result,Moderate
Yoonia vestfoldensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,NA,No Result,Moderate,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited
Streptomyces ossamyceticus,Moderate,Limited,Limited,Moderate,Limited,Limited,Extensive,Limited,Limited,Moderate,Limited,No Result,Extensive,Moderate,Extensive,Moderate,NA,Moderate,Limited,Limited,No Result,Moderate
Gordonia soli,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Mycobacterium paraense,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Moderate,Limited,No Result,Moderate
Erythrobacter ramosus,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,Limited,Moderate,Limited,Moderate,No Result,NA
Streptomyces heilongjiangensis,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Granulicatella balaenopterae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Limited,NA,Limited,Limited,Limited,Limited,No Result,Limited
Streptomyces scopiformis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Moderate,Moderate,Limited,No Result,Moderate
Geobacillus icigianus,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,Moderate,NA,Limited,Moderate,NA,No Result,NA
Streptomyces polymachus,Moderate,Limited,NA,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,NA
Streptomyces malachitospinus,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Moderate,Moderate,Limited,No Result,NA
Legionella tucsonensis,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Acidithiobacillus ferriphilus,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Moderate
Shewanella profunda,Moderate,Limited,Moderate,Limited,Extensive,Moderate,Moderate,Extensive,Limited,Moderate,Limited,No Result,Extensive,Limited,Moderate,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate
Enterococcus termitis,Moderate,Limited,Limited,NA,Limited,Limited,Limited,Limited,Limited,Limited,NA,No Result,NA,Limited,NA,Limited,NA,NA,Limited,NA,No Result,Limited
Leifsonia soli,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Cytobacillus kochii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Limited,Limited,NA,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,NA,No Result,Limited
Asaia siamensis,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Moderate,Moderate,Limited,Limited,Moderate,Limited,Limited,No Result,Moderate
Streptomyces albiflaviniger,Moderate,Limited,NA,Moderate,NA,Moderate,Extensive,Extensive,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,NA,NA,Moderate,Limited,Limited,No Result,NA
Halorubrum coriense,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Stenotrophomonas geniculata,Moderate,Limited,Limited,Limited,NA,Moderate,Moderate,NA,Limited,Limited,NA,No Result,Extensive,Limited,Moderate,NA,NA,Limited,Limited,Limited,No Result,NA
Achromobacter animicus,Limited,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,NA,Limited,Limited,No Result,Limited
Acinetobacter proteolyticus,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,NA,No Result,Moderate
Gordonia effusa,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Borreliella garinii,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive
Isoptericola dokdonensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Rhodococcus marinonascens,Moderate,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Lentilactobacillus kisonensis,Limited,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,Moderate,Limited,Limited,No Result,Limited
Sanguibacter inulinus,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Chryseobacterium oncorhynchi,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Streptomyces prasinosporus,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Moderate,Limited,Limited,No Result,Moderate
Flavobacterium saliperosum,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Extensive,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Rhizobium bangladeshense,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Streptomyces tritici,Moderate,Limited,Limited,Limited,Limited,Extensive,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Herbaspirillum chlorophenolicum,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,NA,Limited,Extensive,Limited,Limited,Moderate,Limited,Moderate,No Result,Moderate
Gordonia malaquae,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Micromonospora halophytica,Moderate,Limited,Moderate,Moderate,Moderate,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate
Colwellia hornerae,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Chryseobacterium taihuense,Limited,Limited,Limited,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Streptomyces cinereospinus,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Extensive,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Limited,Moderate,Limited,No Result,Moderate
Streptomyces staurosporininus,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,NA,No Result,NA,Limited,Extensive,NA,NA,Moderate,Limited,NA,No Result,NA
Macrococcus bohemicus,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Pseudomonas hydrolytica,Moderate,Limited,Limited,Limited,NA,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,NA,NA,Limited,Limited,Limited,No Result,NA
Streptomyces odonnellii,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Extensive,Limited,NA,No Result,NA,Limited,Moderate,Limited,Limited,Moderate,Limited,NA,No Result,Moderate
Limnobaculum parvum,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Limited,Limited,NA,No Result,NA,Limited,Limited,NA,NA,NA,Limited,NA,No Result,Limited
Leptospira alstonii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Limited,No Result,Moderate
Comamonas odontotermitis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Extensive,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Sphingobium quisquiliarum,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Extensive,Limited,NA,No Result,Moderate,Limited,Moderate,Moderate,NA,Limited,Limited,Limited,No Result,Limited
Bartonella capreoli,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Moderate,NA,No Result,Moderate,Limited,Moderate,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate
Pseudomonas shirazica,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,NA,No Result,NA
Mycobacterium basiliense,Limited,Limited,Limited,Moderate,Moderate,Limited,Moderate,Extensive,Moderate,Limited,NA,No Result,NA,NA,Limited,Limited,NA,NA,Limited,NA,No Result,Moderate
Microbacterium kitamiense,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Rothia endophytica,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,Limited
Kocuria salsicia,Moderate,Limited,Limited,Limited,Limited,NA,Moderate,Moderate,Moderate,Limited,NA,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,NA
Clostridium saudiense,Limited,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,NA,No Result,Limited
Pseudarthrobacter sulfonivorans,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Macrococcus goetzii,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,No Result,Moderate
Proteus columbae,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Limited,NA,Limited,NA,Limited,Limited,No Result,NA
Pseudomonas monsensis,Moderate,Limited,Limited,Limited,NA,NA,Moderate,NA,Moderate,Limited,NA,No Result,Moderate,Limited,NA,NA,NA,NA,Limited,Limited,No Result,Limited
Burkholderia orbicola,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Moderate,Limited,No Result,Moderate
Microbacterium thalassium,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,NA,Limited,Limited,Limited,No Result,NA
Acidovorax defluvii,Moderate,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,NA,No Result,Moderate,Limited,Moderate,NA,Limited,Limited,Limited,Limited,No Result,Moderate
Streptomyces lasiicapitis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,NA,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Acetomicrobium mobile,Limited,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Streptomyces similanensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Serratia nevei,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,NA,Moderate,Limited,NA,No Result,NA,Limited,Limited,NA,NA,NA,NA,NA,No Result,NA
Streptomyces longhuiensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Limited,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Corynebacterium hansenii,Moderate,Limited,NA,NA,NA,Limited,Moderate,NA,Moderate,Moderate,NA,No Result,Moderate,Limited,Moderate,NA,NA,Extensive,Limited,Moderate,No Result,Moderate
Bacillus isabeliae,Limited,Limited,Limited,Limited,NA,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Aeromonas rivuli,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,NA,Moderate,Moderate,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Actinomadura geliboluensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Corallococcus macrosporus,Limited,Limited,Moderate,Limited,NA,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,Limited,Moderate,Moderate,Moderate,No Result,Moderate
Mycoplana dimorpha,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,Limited,NA,No Result,Moderate,Limited,Limited,Limited,NA,Moderate,Limited,Limited,No Result,NA
Microbacterium saccharophilum,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Moderate
Nocardiopsis kunsanensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Moderate,Limited,Moderate,Moderate,Limited,Moderate,Moderate,Limited,No Result,Moderate
Kingella negevensis,Limited,Limited,Moderate,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Rhizobium mesosinicum,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Limited,Moderate,NA,Limited,Limited,NA,No Result,Moderate
Azospirillum rugosum,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,Limited,No Result,Moderate,Limited,Extensive,Limited,NA,Limited,Limited,Limited,No Result,Limited
Caballeronia zhejiangensis,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,Limited,No Result,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Result,Moderate
Flavobacterium plurextorum,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,Limited,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,NA
Achromobacter dolens,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Limited,Moderate,Limited,NA,No Result,NA,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,NA
Planococcus kocurii,Moderate,Limited,Moderate,Moderate,Limited,Limited,Moderate,Moderate,Moderate,Limited,NA,No Result,NA,Limited,Moderate,NA,NA,Limited,Limited,Limited,No Result,Moderate
Rickettsia asiatica,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,Limited,No Result,Limited,Limited,Moderate,Limited,NA,Limited,Moderate,Limited,No Result,Moderate
Nocardia gipuzkoensis,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,NA,Limited,Extensive,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Sinorhizobium kostiense,Moderate,Limited,Limited,Limited,Limited,Limited,Moderate,Moderate,Moderate,Moderate,Limited,No Result,NA,Limited,Moderate,Moderate,NA,Moderate,Limited,Limited,No Result,Limited
Pseudomonas nitritireducens,Moderate,Limited,Moderate,Limited,Limited,Limited,Moderate,Moderate,Extensive,Moderate,Limited,No Result,Moderate,Limited,Extensive,NA,NA,Limited,Limited,Limited,No Result,Moderate
Solibacillus kalamii,Limited,Limited,Limited,Limited,Limited,Limited,Moderate,Limited,Limited,Limited,Limited,No Result,Moderate,Limited,Moderate,Limited,Limited,Limited,Limited,Limited,No Result,Limited
Pseudoclavibacter helvolus,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Moderate,Limited,Limited,NA,No Result,Moderate,Limited,Limited,Limited,NA,Limited,Limited,Limited,No Result,Limited
Heliomicrobium modesticaldum,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,Limited,Moderate,Limited,No Result,Limited,Moderate,Extensive,Moderate,Limited,Moderate,Moderate,Limited,No Result,Moderate
