Binomial name	NCBI_ID	Motility	Gram staining	Aerophilicity	Extreme environment tolerance	Biofilm formation	Animal pathogenicity	Biosafety level	Health association	Host association	Plant pathogenicity	Spore formation	Hemolysis	Cell shape	Member of WA subset	Superkingdom	Phylum	Class	Order	Family	Genus	Species	FTP path	Fasta file
Chitinophaga rupis	573321	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga rupis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/685/GCA_900109685.1_IMG-taxon_2622736599_annotated_assembly	GCA_900109685.1_IMG-taxon_2622736599_annotated_assembly_genomic.fasta
Leeuwenhoekiella palythoae	573501	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella palythoae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/310/025/GCA_020310025.1_ASM2031002v1	GCA_020310025.1_ASM2031002v1_genomic.fasta
Pandoraea oxalativorans	573737	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea oxalativorans	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/785/GCA_000972785.3_ASM97278v3	GCA_000972785.3_ASM97278v3_genomic.fasta
Pantoea allii	574096	TRUE	gram stain negative	facultatively anaerobic	FALSE	NA	TRUE	biosafety level 1	NA	TRUE	TRUE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea allii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/935/GCF_003148935.1_ASM314893v1	GCF_003148935.1_ASM314893v1_genomic.fasta
Bacillus gaemokensis	574375	TRUE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus gaemokensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/590/835/GCF_001590835.1_ASM159083v1	GCF_001590835.1_ASM159083v1_genomic.fasta
Bacillus manliponensis	574376	TRUE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus manliponensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/712/595/GCA_000712595.1_ASM71259v1	GCA_000712595.1_ASM71259v1_genomic.fasta
Rhizobium pisi	574561	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	gamma	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium pisi	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/191/925/GCA_014191925.1_ASM1419192v1	GCA_014191925.1_ASM1419192v1_genomic.fasta
Agrococcus terreus	574649	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus terreus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/645/235/GCA_014645235.1_ASM1464523v1	GCA_014645235.1_ASM1464523v1_genomic.fasta
Micrococcus terreus	574650	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	coccus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus terreus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/107/565/GCA_033107565.1_ASM3310756v1	GCA_033107565.1_ASM3310756v1_genomic.fasta
Nocardioides terrae	574651	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides terrae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/345/GCA_900112345.1_IMG-taxon_2617270786_annotated_assembly	GCA_900112345.1_IMG-taxon_2617270786_annotated_assembly_genomic.fasta
Nocardioides caeni	574700	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides caeni	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/912/195/GCF_004912195.1_ASM491219v1	GCF_004912195.1_ASM491219v1_genomic.fasta
Terrabacter terrigena	574718	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter	Terrabacter terrigena	NA	NA
Novosphingobium soli	574956	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium soli	NA	NA
Thermolongibacillus kozakliensis	575186	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Thermolongibacillus	Thermolongibacillus kozakliensis	NA	NA
Planotetraspora phitsanulokensis	575192	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Planotetraspora	Planotetraspora phitsanulokensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/863/295/GCA_016863295.1_ASM1686329v1	GCA_016863295.1_ASM1686329v1_genomic.fasta
Planotetraspora kaengkrachanensis	575193	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Planotetraspora	Planotetraspora kaengkrachanensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/862/895/GCA_016862895.1_ASM1686289v1	GCA_016862895.1_ASM1686289v1_genomic.fasta
Haloarcula tradensis	575194	FALSE	gram stain negative	aerobic	TRUE	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
Haloarcula salaria	575195	FALSE	gram stain negative	aerobic	TRUE	NA	NA	biosafety level 1	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thermolongibacillus altinsuensis	575256	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Thermolongibacillus	Thermolongibacillus altinsuensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/341/205/GCF_004341205.1_ASM434120v1	GCF_004341205.1_ASM434120v1_genomic.fasta
Celeribacter halophilus	576117	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter	Celeribacter halophilus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/175/GCF_003254175.1_ASM325417v1	GCF_003254175.1_ASM325417v1_genomic.fasta
Salinicoccus qingdaonensis	576118	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Salinicoccaceae	Lacicoccus	Lacicoccus qingdaonensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/075/GCA_900101075.1_IMG-taxon_2667527445_annotated_assembly	GCA_900101075.1_IMG-taxon_2667527445_annotated_assembly_genomic.fasta
Lentibacter algarum	576131	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Lentibacter	Lentibacter algarum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/860/975/GCA_018860975.1_ASM1886097v1	GCA_018860975.1_ASM1886097v1_genomic.fasta
Anoxybacillus tengchongensis	576944	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus tengchongensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/201/585/GCA_014201585.1_ASM1420158v1	GCA_014201585.1_ASM1420158v1_genomic.fasta
Tsukamurella tyrosinosolvens	57704	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 2	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella tyrosinosolvens	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/875/GCA_900637875.1_52700_F01	GCA_900637875.1_52700_F01_genomic.fasta
Niabella yanshanensis	577386	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella yanshanensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/424/215/GCF_034424215.1_ASM3442421v1	GCF_034424215.1_ASM3442421v1_genomic.fasta
Halobacillus hunanensis	578214	TRUE	NA	aerobic	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus hunanensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/655/GCA_900166655.1_PRJEB19434	GCA_900166655.1_PRJEB19434_genomic.fasta
Virgibacillus litoralis	578221	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus litoralis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/873/675/GCA_017873675.1_ASM1787367v1	GCA_017873675.1_ASM1787367v1_genomic.fasta
Halobacillus salsuginis	578693	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus salsuginis	NA	NA
Dokdonella immobilis	578942	FALSE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	Dokdonella immobilis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/085/GCA_900115085.1_IMG-taxon_2667527410_annotated_assembly	GCA_900115085.1_IMG-taxon_2667527410_annotated_assembly_genomic.fasta
Dongia mobilis	578943	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Dongiaceae	Dongia	Dongia mobilis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/363/235/GCF_004363235.1_ASM436323v1	GCF_004363235.1_ASM436323v1_genomic.fasta
Mesonia phycicola	579105	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia phycicola	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/885/GCA_900141885.1_IMG-taxon_2622736520_annotated_assembly	GCA_900141885.1_IMG-taxon_2622736520_annotated_assembly_genomic.fasta
Vibrio galatheae	579748	TRUE	gram stain negative	facultatively anaerobic	FALSE	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio galatheae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/545/GCA_000967545.1_S2757	GCA_000967545.1_S2757_genomic.fasta
Oceanibaculum pacificum	580166	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Oceanibaculaceae	Oceanibaculum	Oceanibaculum pacificum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/175/GCF_001618175.1_ASM161817v1	GCF_001618175.1_ASM161817v1_genomic.fasta
Anoxybacillus vitaminiphilus	581036	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus vitaminiphilus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/259/935/GCF_003259935.1_ASM325993v1	GCF_003259935.1_ASM325993v1_genomic.fasta
Lysinibacillus xylanilyticus	582475	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus xylanilyticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/605/GCF_001183605.1_ASM118360v1	GCF_001183605.1_ASM118360v1_genomic.fasta
Kinneretia asaccharophila	582607	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	Roseateles asaccharophilus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/362/405/GCF_004362405.1_ASM436240v1	GCF_004362405.1_ASM436240v1_genomic.fasta
Leifsonia soli	582665	TRUE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	NA	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia soli	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/408/745/GCA_013408745.1_ASM1340874v1	GCA_013408745.1_ASM1340874v1_genomic.fasta
Methylobacterium gossipiicola	582675	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium gossipiicola	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/485/GCA_900113485.1_IMG-taxon_2651870128_annotated_assembly	GCA_900113485.1_IMG-taxon_2651870128_annotated_assembly_genomic.fasta
Microbacterium azadirachtae	582680	TRUE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium azadirachtae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/583/665/GCF_025583665.1_ASM2558366v1	GCF_025583665.1_ASM2558366v1_genomic.fasta
Paenibacillus polysaccharolyticus	582692	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polysaccharolyticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/085/GCA_900102085.1_IMG-taxon_2654588110_annotated_assembly	GCA_900102085.1_IMG-taxon_2654588110_annotated_assembly_genomic.fasta
Streptomyces marinus	582854	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces marinus	NA	NA
Streptomyces haliclonae	582855	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces haliclonae	NA	NA
Aliiglaciecola litoralis	582857	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola	Aliiglaciecola litoralis	NA	NA
Gallaecimonas pentaromativorans	584787	TRUE	gram stain negative	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Gallaecimonadaceae	Gallaecimonas	Gallaecimonas pentaromativorans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/751/625/GCF_003751625.1_ASM375162v1	GCF_003751625.1_ASM375162v1_genomic.fasta
Actinokineospora cianjurensis	585224	TRUE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora cianjurensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/663/795/GCF_003663795.1_ASM366379v1	GCF_003663795.1_ASM366379v1_genomic.fasta
Thiohalobacter thiocyanaticus	585455	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiohalobacterales	Thiohalobacteraceae	Thiohalobacter	Thiohalobacter thiocyanaticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/355/GCF_002356355.1_ASM235635v1	GCF_002356355.1_ASM235635v1_genomic.fasta
Terribacillus aidingensis	586416	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus aidingensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/215/625/GCA_900215625.1_IMG-taxon_2681812962_annotated_assembly	GCA_900215625.1_IMG-taxon_2681812962_annotated_assembly_genomic.fasta
Staphylococcus devriesei	586733	FALSE	gram stain positive	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	TRUE	FALSE	FALSE	beta	NA	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus devriesei	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/520/085/GCF_030520085.1_ASM3052008v1	GCF_030520085.1_ASM3052008v1_genomic.fasta
Bacillus chungangensis	587633	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus chungangensis	NA	NA
Pseudoclavibacter chungangensis	587635	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter chungangensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/135/GCF_008831135.1_ASM883113v1	GCF_008831135.1_ASM883113v1_genomic.fasta
Pedococcus cremeus	587636	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus	Pedococcus cremeus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/375/GCA_900111375.1_IMG-taxon_2671180066_annotated_assembly	GCA_900111375.1_IMG-taxon_2671180066_annotated_assembly_genomic.fasta
Jeotgalibacillus terrae	587735	TRUE	NA	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus	Jeotgalibacillus terrae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/908/195/GCA_016908195.1_ASM1690819v1	GCA_016908195.1_ASM1690819v1_genomic.fasta
Yimella lutea	587872	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermacoccaceae	Yimella	Yimella lutea	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/715/095/GCF_006715095.1_ASM671509v1	GCF_006715095.1_ASM671509v1_genomic.fasta
Amycolatopsis arida	587909	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis arida	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/565/GCA_900115565.1_IMG-taxon_2675903051_annotated_assembly	GCA_900115565.1_IMG-taxon_2675903051_annotated_assembly_genomic.fasta
Celeribacter neptunius	588602	TRUE	gram stain negative	aerobic	TRUE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter	Celeribacter neptunius	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/955/GCA_900113955.1_IMG-taxon_2617270870_annotated_assembly	GCA_900113955.1_IMG-taxon_2617270870_annotated_assembly_genomic.fasta
Granulosicoccus coccoides	588604	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus coccoides	NA	NA
Natronorubrum daqingense	588898	FALSE	gram stain variable	aerobic	TRUE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	Natronorubrum daqingense	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/705/GCF_001971705.1_ASM197170v1	GCF_001971705.1_ASM197170v1_genomic.fasta
Jeotgalicoccus huakuii	589010	FALSE	gram stain positive	NA	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus huakuii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/089/665/GCA_023089665.1_ASM2308966v1	GCA_023089665.1_ASM2308966v1_genomic.fasta
Gemmobacter caeni	589035	FALSE	gram stain negative	facultatively anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Gemmobacter	Gemmobacter caeni	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/195/GCF_003054195.1_ASM305419v1	GCF_003054195.1_ASM305419v1_genomic.fasta
Micromonospora pisi	589240	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	NA	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora pisi	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/633/685/GCF_003633685.1_ASM363368v1	GCF_003633685.1_ASM363368v1_genomic.fasta
Amycolatopsis xylanica	589385	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis xylanica	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/045/GCA_900107045.1_IMG-taxon_2675903050_annotated_assembly	GCA_900107045.1_IMG-taxon_2675903050_annotated_assembly_genomic.fasta
Gordonia hankookensis	589403	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	gamma	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia hankookensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/673/215/GCA_014673215.1_ASM1467321v1	GCA_014673215.1_ASM1467321v1_genomic.fasta
Winogradskyella exilis	589872	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella exilis	NA	NA
Iodobacter arcticus	590593	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chitinibacteraceae	Iodobacter	Iodobacter arcticus	NA	NA
Rhodanobacter soli	590609	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter soli	NA	NA
Mycobacterium paraseoulense	590652	FALSE	gram stain positive	aerobic	NA	NA	TRUE	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium paraseoulense	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/655/GCA_010731655.1_ASM1073165v1	GCA_010731655.1_ASM1073165v1_genomic.fasta
Euzebya tangerina	591198	FALSE	gram stain positive	aerobic	NA	NA	NA	NA	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Nitriliruptoria	Euzebyales	Euzebyaceae	Euzebya	Euzebya tangerina	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/135/GCF_003074135.1_ASM307413v1	GCF_003074135.1_ASM307413v1_genomic.fasta
