====================================================================================================
CLAUDE-3.5-SONNET BIOSAFETY: FULL COMPARISON
====================================================================================================

Fetching predictions for 'anthropic/claude-3.5-sonnet'...
Fetching ground truth biosafety levels...
Loaded 3741 ground-truth species with biosafety labels.

Building comparison table...
Total ground-truth species compared: 3741
Status counts:
  match: 3252
  mismatch: 456
  missing: 33

Mismatches by ground-truth → predicted:
  BSL-1 → BSL-2: 368
  BSL-2 → BSL-1: 79
  BSL-1 → BSL-3: 6
  BSL-2 → BSL-3: 3

FULL TABLE (species, GT, Claude, status):
Species                                  |   GT    | Claude  |  Status  
Proteus alimentorum                      |  BSL-2  |  BSL-2  |   match  
Proteus cibi                             |  BSL-2  |  BSL-2  |   match  
Proteus columbae                         |  BSL-2  |  BSL-2  |   match  
Proteus faecis                           |  BSL-2  |  BSL-2  |   match  
Proteus hauseri                          |  BSL-2  |  BSL-2  |   match  
Proteus mirabilis                        |  BSL-2  |  BSL-2  |   match  
Proteus penneri                          |  BSL-2  |  BSL-2  |   match  
Proteus vulgaris                         |  BSL-2  |  BSL-2  |   match  
Providencia heimbachae                   |  BSL-1  |  BSL-2  | mismatch 
Providencia manganoxydans                |  BSL-1  |  BSL-2  | mismatch 
Providencia rettgeri                     |  BSL-2  |  BSL-2  |   match  
Providencia rustigianii                  |  BSL-2  |  BSL-2  |   match  
Providencia stuartii                     |  BSL-2  |  BSL-2  |   match  
Providencia vermicola                    |  BSL-1  |  BSL-2  | mismatch 
Pseudaeromonas pectinilytica             |  BSL-1  |  BSL-1  |   match  
Pseudaminobacter arsenicus               |  BSL-1  |  BSL-1  |   match  
Pseudaminobacter defluvii                |  BSL-1  |  BSL-1  |   match  
Pseudaminobacter granuli                 |  BSL-1  |  BSL-1  |   match  
Pseudaminobacter manganicus              |  BSL-1  |  BSL-1  |   match  
Pseudaminobacter salicylatoxidans        |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter defluvii               |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter equi                   |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter humi                   |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter niigatensis            |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter oxydans                |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter polychromogenes        |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter psychrotolerans        |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter scleromae              |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter siccitolerans          |  BSL-1  |  BSL-1  |   match  
Pseudarthrobacter sulfonivorans          |  BSL-1  |  BSL-1  |   match  
Pseudescherichia vulneris                |  BSL-2  |  BSL-2  |   match  
Pseudoalteromonas aestuariivivens        |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas aliena                 |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas amylolytica            |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas antarctica             |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas arabiensis             |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas arctica                |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas atlantica              |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas byunsanensis           |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas caenipelagi            |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas carrageenovora         |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas distincta              |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas donghaensis            |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas elyakovii              |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas espejiana              |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas flavipulchra           |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas fuliginea              |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas gelatinilytica         |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas issachenkonii          |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas luteoviolacea          |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas maricaloris            |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas marina                 |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas neustonica             |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas nigrifaciens           |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas ostreae                |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas peptidolytica          |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas phenolica              |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas piratica               |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas piscicida              |  BSL-1  |  BSL-2  | mismatch 
Pseudoalteromonas ruthenica              |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas shioyasakiensis        |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas spongiae               |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas tunicata               |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas ulvae                  |  BSL-1  |  BSL-1  |   match  
Pseudoalteromonas undina                 |  BSL-1  |  BSL-1  |   match  
Pseudochrobactrum algeriensis            |  BSL-1  |  BSL-1  |   match  
Pseudochrobactrum asaccharolyticum       |  BSL-1  |  BSL-1  |   match  
Pseudochrobactrum kiredjianiae           |  BSL-1  |  BSL-1  |   match  
Pseudochrobactrum lubricantis            |  BSL-1  |  BSL-1  |   match  
Pseudochrobactrum saccharolyticum        |  BSL-1  |  BSL-1  |   match  
Pseudoclavibacter alba                   |  BSL-1  |  BSL-1  |   match  
Pseudoclavibacter chungangensis          |  BSL-1  |  BSL-1  |   match  
Pseudoclavibacter endophyticus           |  BSL-1  |  BSL-1  |   match  
Pseudoclavibacter helvolus               |  BSL-1  |  BSL-1  |   match  
Pseudoclavibacter terrae                 |  BSL-1  |  BSL-1  |   match  
Pseudoclavibacter triregionum            |  BSL-1  |  BSL-1  |   match  
Pseudoduganella namucuonensis            |  BSL-1  |  BSL-1  |   match  
Pseudogulbenkiania gefcensis             |  BSL-1  |  BSL-1  |   match  
Pseudomonas abietaniphila                |  BSL-1  |  BSL-1  |   match  
Pseudomonas aegrilactucae                |  BSL-1  |  BSL-1  |   match  
Pseudomonas aeruginosa                   |  BSL-2  |  BSL-2  |   match  
Pseudomonas akapageensis                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas alcaligenes                  |  BSL-2  |  BSL-1  | mismatch 
Pseudomonas alcaliphila                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas alkylphenolica               |  BSL-1  |  BSL-1  |   match  
Pseudomonas alliivorans                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas allokribbensis               |  BSL-1  |  BSL-1  |   match  
Pseudomonas alloputida                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas alvandae                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas amygdali                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas anuradhapurensis             |  BSL-1  |  BSL-1  |   match  
Pseudomonas arcuscaelestis               |  BSL-1  |  BSL-1  |   match  
Pseudomonas argentinensis                |  BSL-1  |  BSL-1  |   match  
Pseudomonas aromaticivorans              |  BSL-1  |  BSL-1  |   match  
Pseudomonas asgharzadehiana              |  BSL-1  |  BSL-1  |   match  
Pseudomonas asplenii                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas asturiensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas asuensis                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas atacamensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas atagonensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas aylmerensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas azerbaijanoccidentalis       |  BSL-1  |  BSL-1  |   match  
Pseudomonas azerbaijanorientalis         |  BSL-1  |  BSL-1  |   match  
Pseudomonas baetica                      |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas benzenivorans                |  BSL-1  |  BSL-1  |   match  
Pseudomonas bijieensis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas bohemica                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas borbori                      |  BSL-1  |  BSL-1  |   match  
Pseudomonas brassicacearum               |  BSL-1  |  BSL-1  |   match  
Pseudomonas brassicae                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas brenneri                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas bubulae                      |  BSL-1  |  BSL-1  |   match  
Pseudomonas canavaninivorans             |  BSL-1  |  BSL-1  |   match  
Pseudomonas caspiana                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas chengduensis                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas chlororaphis                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas citri                        |  BSL-1  |  BSL-1  |   match  
Pseudomonas citronellolis                |  BSL-1  |  BSL-1  |   match  
Pseudomonas cyclaminis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas daroniae                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas deceptionensis               |  BSL-1  |  BSL-1  |   match  
Pseudomonas defluvii                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas donghuensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas dryadis                      |  BSL-1  |  BSL-1  |   match  
Pseudomonas duriflava                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas endophytica                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas extremaustralis              |  BSL-1  |  BSL-1  |   match  
Pseudomonas fakonensis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas farris                       |  BSL-1  |  BSL-1  |   match  
Pseudomonas farsensis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas fildesensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas fitomaticsae                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas flavescens                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas floridensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas fluorescens                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas fluvialis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas fragi                        |  BSL-1  |  BSL-1  |   match  
Pseudomonas frederiksbergensis           |  BSL-1  |  BSL-1  |   match  
Pseudomonas fulva                        |  BSL-1  |  BSL-1  |   match  
Pseudomonas glycinae                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas gozinkensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas graminis                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas granadensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas grimontii                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas guangdongensis               |  BSL-1  |  BSL-1  |   match  
Pseudomonas guariconensis                |  BSL-1  |  BSL-1  |   match  
Pseudomonas guguanensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas haemolytica                  |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas hamedanensis                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas helleri                      |  BSL-1  |  BSL-1  |   match  
Pseudomonas huaxiensis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas humi                         |  BSL-1  |  BSL-1  |   match  
Pseudomonas hydrolytica                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas inefficax                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas insulae                      |  BSL-1  |  BSL-1  |   match  
Pseudomonas iranensis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas izuensis                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas jessenii                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas juntendi                     |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas karstica                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas kermanshahensis              |  BSL-1  |  BSL-1  |   match  
Pseudomonas khavaziana                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas khazarica                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas khorasanensis                |  BSL-1  |  BSL-1  |   match  
Pseudomonas kielensis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas kitaguniensis                |  BSL-1  |  BSL-1  |   match  
Pseudomonas koreensis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas kurunegalensis               |  BSL-1  |  BSL-1  |   match  
Pseudomonas kuykendallii                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas lalucatii                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas laurylsulfatiphila           |  BSL-1  |  BSL-1  |   match  
Pseudomonas laurylsulfativorans          |  BSL-1  |  BSL-1  |   match  
Pseudomonas libanensis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas linyingensis                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas lundensis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas lutea                        |  BSL-1  |  BSL-1  |   match  
Pseudomonas mandelii                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas mangiferae                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas marginalis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas marianensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas marvdashtae                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas maumuensis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas mendocina                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas migulae                      |  BSL-1  |  BSL-1  |   match  
Pseudomonas mohnii                       |  BSL-1  |  BSL-1  |   match  
Pseudomonas monsensis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas monteilii                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas moorei                       |  BSL-1  |  BSL-1  |   match  
Pseudomonas moraviensis                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas morbosilactucae              |  BSL-1  |  BSL-1  |   match  
Pseudomonas mosselii                     |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas muyukensis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas neuropathica                 |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas nicosulfuronedens            |  BSL-1  |  BSL-1  |   match  
Pseudomonas nitritireducens              |  BSL-1  |  BSL-1  |   match  
Pseudomonas nitroreducens                |  BSL-1  |  BSL-1  |   match  
Pseudomonas nunensis                     |  BSL-1  |  BSL-1  |   match  
Pseudomonas oleovorans                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas oryzicola                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas oryzihabitans                |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas ovata                        |  BSL-1  |  BSL-1  |   match  
Pseudomonas palleroniana                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas palmensis                    |  BSL-1  |  BSL-1  |   match  
Pseudomonas panipatensis                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas paraeruginosa                |  BSL-2  |  BSL-2  |   match  
Pseudomonas paraversuta                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas peradeniyensis               |  BSL-1  |  BSL-1  |   match  
Pseudomonas persica                      |  BSL-1  |  BSL-1  |   match  
Pseudomonas petroselini                  |  BSL-1  |  BSL-1  |   match  
Pseudomonas pharmacofabricae             |  BSL-1  |  BSL-1  |   match  
Pseudomonas piscis                       |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas plecoglossicida              |  BSL-1  |  BSL-2  | mismatch 
Pseudomonas promysalinigenes             |  BSL-1  |  BSL-1  |   match  
Pseudomonas proteolytica                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas psychrophila                 |  BSL-1  |  BSL-1  |   match  
Pseudomonas psychrotolerans              |  BSL-1  |  BSL-1  |   match  
Pseudomonas punonensis                   |  BSL-1  |  BSL-1  |   match  
Pseudomonas putida                       |  BSL-2  |  BSL-1  | mismatch 
