binomial_name,Anthropic claude-sonnet-4,Google gemini-2.5-flash-lite,OpenAI gpt-4o,DeepSeek deepseek-chat-v3-0324,OpenAI gpt-oss-20b,OpenAI gpt-oss-120b,xAI grok-3-mini,OpenAI gpt-4.1-nano,OpenAI gpt-5,OpenAI gpt-4,OpenAI gpt-5-nano
phyllobacterium brassicacearum,limited,limited,moderate,moderate,,moderate,moderate,moderate,moderate,moderate,moderate
phyllobacterium calauticae,limited,limited,NA,NA,limited,NA,NA,limited,NA,NA,NA
phyllobacterium endophyticum,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
phyllobacterium leguminum,limited,moderate,limited,limited,NA,NA,NA,moderate,limited,NA,NA
phyllobacterium myrsinacearum,limited,limited,limited,limited,moderate,moderate,moderate,moderate,moderate,NA,limited
phyllobacterium phragmitis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
phyllobacterium salinisoli,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,limited
phyllobacterium sophorae,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,NA,moderate
phyllobacterium trifolii,moderate,limited,moderate,moderate,moderate,,moderate,moderate,limited,limited,limited
phyllobacterium zundukense,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,NA
pigmentiphaga daeguensis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,limited
pigmentiphaga humi,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,limited
pigmentiphaga kullae,limited,limited,limited,limited,moderate,limited,moderate,NA,limited,limited,limited
pigmentiphaga litoralis,limited,limited,limited,limited,limited,limited,moderate,NA,limited,limited,limited
pisciglobus halotolerans,limited,limited,limited,limited,limited,limited,limited,NA,limited,NA,NA
piscinibacterium candidicorallinum,limited,limited,limited,limited,NA,NA,limited,NA,NA,limited,NA
planococcus citreus,limited,limited,limited,moderate,limited,limited,moderate,moderate,limited,NA,limited
planococcus columbae,limited,limited,limited,limited,limited,limited,limited,NA,NA,limited,NA
planococcus donghaensis,limited,limited,limited,moderate,limited,limited,moderate,moderate,limited,NA,limited
planococcus halotolerans,limited,NA,limited,moderate,limited,limited,moderate,moderate,limited,limited,limited
planococcus kocurii,limited,limited,limited,moderate,limited,limited,moderate,NA,NA,NA,NA
planococcus koreensis,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,moderate
planococcus maitriensis,limited,limited,limited,limited,limited,limited,moderate,NA,moderate,limited,NA
planococcus maritimus,limited,limited,limited,moderate,limited,limited,moderate,moderate,moderate,moderate,limited
planococcus plakortidis,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
planococcus rifietoensis,limited,limited,limited,limited,limited,NA,limited,NA,moderate,NA,NA
planococcus ruber,limited,limited,moderate,limited,limited,moderate,moderate,moderate,NA,NA,NA
planococcus salinarum,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
planococcus salinus,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,NA
planococcus versutus,limited,limited,limited,limited,limited,limited,moderate,limited,NA,NA,NA
planomicrobium alkanoclasticum,limited,limited,limited,moderate,limited,limited,moderate,limited,limited,limited,limited
planomicrobium okeanokoites,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
planomicrobium psychrophilum,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,NA
planotetraspora kaengkrachanensis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,NA
plesiomonas shigelloides,moderate,extensive,extensive,moderate,extensive,extensive,moderate,extensive,extensive,moderate,moderate
polymorphospora rubra,limited,limited,limited,limited,NA,,limited,NA,limited,NA,NA
polynucleobacter acidiphobus,limited,moderate,limited,limited,moderate,moderate,moderate,limited,limited,limited,NA
polynucleobacter aenigmaticus,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited,NA
polynucleobacter alcilacus,limited,moderate,limited,limited,limited,NA,NA,limited,NA,limited,NA
polynucleobacter antarcticus,limited,limited,limited,limited,limited,moderate,NA,limited,NA,NA,limited
polynucleobacter arcticus,limited,moderate,limited,limited,limited,limited,limited,limited,limited,limited,limited
polynucleobacter bastaniensis,limited,extensive,,limited,limited,limited,NA,limited,limited,limited,NA
polynucleobacter brandtiae,limited,extensive,limited,limited,limited,moderate,NA,moderate,limited,limited,NA
polynucleobacter campilacus,limited,extensive,limited,limited,limited,moderate,limited,limited,limited,NA,limited
polynucleobacter corsicus,limited,limited,limited,limited,limited,moderate,NA,limited,limited,limited,limited
polynucleobacter cosmopolitanus,limited,extensive,moderate,moderate,moderate,moderate,moderate,moderate,moderate,NA,moderate
polynucleobacter difficilis,limited,extensive,limited,limited,moderate,moderate,moderate,limited,limited,NA,limited
polynucleobacter duraquae,limited,extensive,limited,limited,moderate,moderate,moderate,moderate,limited,NA,limited
polynucleobacter finlandensis,limited,limited,moderate,limited,moderate,moderate,moderate,moderate,NA,limited,limited
polynucleobacter hallstattensis,limited,moderate,moderate,limited,moderate,moderate,moderate,moderate,limited,limited,limited
polynucleobacter hirudinilacicola,limited,extensive,limited,limited,limited,limited,limited,limited,limited,NA,limited
polynucleobacter ibericus,limited,limited,limited,limited,moderate,moderate,limited,limited,limited,limited,NA
polynucleobacter kasalickyi,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
polynucleobacter meluiroseus,limited,limited,limited,limited,moderate,limited,NA,moderate,limited,NA,NA
polynucleobacter necessarius,moderate,extensive,extensive,moderate,extensive,extensive,moderate,extensive,extensive,moderate,extensive
polynucleobacter nymphae,limited,extensive,moderate,moderate,limited,moderate,moderate,moderate,limited,limited,limited
polynucleobacter paludilacus,limited,extensive,limited,limited,moderate,moderate,moderate,limited,limited,limited,limited
polynucleobacter paneuropaeus,limited,extensive,limited,limited,moderate,moderate,moderate,moderate,limited,limited,limited
polynucleobacter rarus,limited,limited,limited,limited,limited,limited,moderate,moderate,limited,limited,limited
polynucleobacter sinensis,limited,moderate,limited,limited,limited,moderate,limited,moderate,limited,limited,limited
polynucleobacter sphagniphilus,limited,extensive,limited,limited,limited,limited,moderate,limited,limited,NA,limited
polynucleobacter tropicus,limited,extensive,limited,moderate,limited,moderate,limited,moderate,limited,NA,NA
polynucleobacter victoriensis,limited,extensive,limited,moderate,limited,limited,moderate,limited,limited,limited,limited
polynucleobacter wuianus,limited,extensive,moderate,limited,limited,moderate,moderate,moderate,limited,NA,NA
polynucleobacter yangtzensis,limited,moderate,limited,limited,limited,moderate,limited,moderate,limited,NA,limited
porphyromonas endodontalis,moderate,moderate,moderate,moderate,extensive,extensive,moderate,moderate,moderate,moderate,moderate
porphyromonas loveana,limited,limited,NA,NA,limited,NA,limited,NA,NA,NA,NA
porphyromonas uenonis,limited,moderate,moderate,limited,limited,limited,limited,moderate,moderate,limited,NA
prauserella soli,limited,limited,limited,moderate,limited,limited,limited,limited,limited,limited,limited
prescottella defluvii,limited,limited,limited,limited,limited,NA,limited,NA,NA,NA,NA
prescottella equi,limited,limited,limited,moderate,limited,NA,limited,NA,extensive,NA,limited
prescottella soli,limited,limited,limited,limited,limited,NA,limited,limited,NA,limited,NA
prescottella subtropica,limited,limited,limited,NA,limited,NA,NA,NA,NA,NA,NA
prevotella amnii,limited,moderate,moderate,moderate,moderate,limited,moderate,moderate,NA,limited,limited
prevotella denticola,moderate,moderate,moderate,moderate,moderate,extensive,NA,extensive,moderate,limited,limited
prevotella histicola,moderate,moderate,limited,moderate,moderate,moderate,moderate,moderate,moderate,limited,limited
prevotella intermedia,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,moderate,extensive
prevotella jejuni,limited,limited,NA,limited,limited,limited,NA,moderate,limited,NA,NA
prevotella melaninogenica,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,moderate,extensive
prevotella micans,limited,limited,limited,limited,limited,NA,NA,moderate,limited,limited,NA
prevotella nigrescens,extensive,extensive,moderate,moderate,extensive,extensive,extensive,extensive,extensive,moderate,moderate
prevotella oris,moderate,extensive,moderate,moderate,moderate,moderate,extensive,extensive,moderate,moderate,NA
prevotella veroralis,moderate,moderate,moderate,moderate,moderate,limited,NA,moderate,moderate,NA,NA
prevotella vespertina,limited,limited,limited,limited,limited,limited,limited,moderate,NA,limited,NA
priestia flexa,limited,moderate,limited,limited,limited,limited,NA,moderate,NA,NA,NA
priestia koreensis,limited,limited,limited,limited,limited,moderate,moderate,moderate,NA,NA,limited
priestia megaterium,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,NA,extensive
priestia paraflexa,limited,limited,limited,limited,limited,limited,limited,moderate,limited,NA,NA
priestia qingshengii,limited,limited,limited,limited,limited,moderate,limited,extensive,moderate,limited,limited
promicromonospora alba,limited,limited,limited,limited,limited,limited,limited,moderate,limited,NA,limited
promicromonospora callitridis,limited,limited,limited,limited,limited,limited,limited,NA,limited,limited,NA
promicromonospora citrea,limited,limited,limited,moderate,limited,limited,moderate,moderate,limited,NA,limited
promicromonospora iranensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
promicromonospora soli,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
promicromonospora sukumoe,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited,NA
promicromonospora thailandica,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
promicromonospora vindobonensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
promicromonospora xylanilytica,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
propionibacterium australiense,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
propionibacterium freudenreichii,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,moderate,extensive
propionimicrobium lymphophilum,limited,limited,limited,limited,limited,limited,NA,limited,limited,limited,NA
proteus alimentorum,limited,limited,limited,limited,limited,NA,limited,NA,NA,NA,NA
proteus cibi,limited,limited,limited,limited,NA,NA,limited,NA,NA,NA,NA
proteus columbae,limited,limited,limited,limited,limited,NA,NA,moderate,NA,NA,limited
proteus faecis,NA,limited,limited,limited,NA,NA,limited,moderate,limited,NA,NA
proteus hauseri,moderate,moderate,limited,moderate,limited,limited,moderate,moderate,moderate,NA,limited
proteus mirabilis,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive
proteus penneri,moderate,moderate,moderate,moderate,extensive,extensive,moderate,extensive,extensive,NA,moderate
proteus vulgaris,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,extensive,moderate
providencia heimbachae,limited,limited,limited,limited,limited,limited,NA,moderate,moderate,NA,NA
providencia huaxiensis,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited
providencia manganoxydans,limited,limited,limited,limited,NA,limited,limited,NA,NA,NA,NA
providencia rettgeri,moderate,extensive,extensive,moderate,extensive,extensive,moderate,extensive,extensive,moderate,extensive
providencia rustigianii,limited,moderate,limited,moderate,limited,limited,moderate,moderate,limited,NA,NA
providencia stuartii,extensive,extensive,extensive,extensive,NA,extensive,extensive,extensive,extensive,moderate,extensive
providencia thailandensis,limited,moderate,limited,moderate,limited,limited,limited,NA,NA,NA,NA
providencia vermicola,limited,limited,limited,moderate,limited,limited,moderate,NA,moderate,NA,NA
pseudaeromonas pectinilytica,limited,limited,limited,limited,limited,NA,NA,moderate,limited,NA,limited
pseudaminobacter arsenicus,limited,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA
pseudaminobacter defluvii,limited,limited,limited,limited,limited,limited,limited,moderate,limited,limited,limited
pseudaminobacter granuli,limited,limited,limited,moderate,limited,limited,limited,moderate,limited,limited,NA
pseudaminobacter manganicus,limited,limited,limited,limited,limited,limited,limited,limited,limited,NA,limited
