binomial_name	species_level	trait_motility	trait_gram_staining	trait_aerophilicity	trait_extreme_environment_tolerance	trait_biofilm_formation	trait_animal_pathogenicity	trait_biosafety_level	trait_health_association	trait_host_association	trait_plant_pathogenicity	trait_spore_formation	trait_cell_shape	agg_tier	agg_mean	agg_n_ordinal	agg_na_frac	agg_max	agg_min	agg_mode
Myroides phaeus	limited	NA	NA	NA	limited	limited	limited	limited	NA	NA	NA	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Acinetobacter albensis	moderate	limited	limited	NA	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	0.0000	11	0.0833	limited	limited	limited
Leifsonia rubra	limited	NA	moderate	limited	limited	limited	NA	limited	limited	limited	limited	limited	moderate	limited	0.2000	10	0.1667	moderate	limited	limited
Chryseobacterium rhizoplanae	limited	limited	moderate	NA	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	0.1000	10	0.1667	moderate	limited	limited
Pseudomonas fildesensis	moderate	NA	limited	NA	limited	NA	limited	limited	NA	NA	NA	limited	limited	limited	0.0000	6	0.5000	limited	limited	limited
Vibrio japonicus	moderate	NA	NA	limited	limited	NA	limited	limited	limited	NA	limited	NA	limited	limited	0.0000	7	0.4167	limited	limited	limited
Kocuria carniphila	limited	NA	moderate	NA	limited	NA	NA	limited	NA	NA	NA	limited	limited	limited	0.2000	5	0.5833	moderate	limited	limited
Streptomyces sennicomposti	moderate	limited	limited	NA	limited	NA	NA	limited	NA	NA	limited	NA	moderate	limited	0.1667	6	0.5000	moderate	limited	limited
Enterococcus saigonensis	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	limited	NA	limited	0.0000	3	0.7500	limited	limited	limited
Modestobacter multiseptatus	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Streptomyces lushanensis	moderate	limited	limited	limited	limited	limited	NA	limited	limited	NA	limited	limited	limited	limited	0.0000	10	0.1667	limited	limited	limited
Bradyrhizobium paxllaeri	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	moderate	limited	limited	moderate	limited	0.4167	12	0.0000	moderate	limited	limited
Streptococcus toyakuensis	limited	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	limited	NA	NA	nan	1	0.9167			
Halorubrum lipolyticum	moderate	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Mycolicibacterium mucogenicum	extensive	moderate	moderate	moderate	moderate	moderate	moderate	moderate	limited	limited	limited	limited	moderate	moderate	0.6667	12	0.0000	moderate	limited	moderate
Streptomyces arcticus	moderate	limited	moderate	moderate	limited	NA	limited	limited	limited	NA	limited	limited	moderate	limited	0.3000	10	0.1667	moderate	limited	limited
Alteromonas hispanica	moderate	NA	moderate	limited	limited	limited	NA	limited	limited	limited	limited	NA	limited	limited	0.1111	9	0.2500	moderate	limited	limited
Pandoraea faecigallinarum	limited	limited	NA	NA	limited	NA	limited	limited	limited	NA	NA	NA	NA	limited	0.0000	5	0.5833	limited	limited	limited
Streptomyces kaempferi	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.0833	12	0.0000	moderate	limited	limited
Streptomyces roietensis	moderate	NA	NA	limited	NA	NA	NA	limited	NA	NA	NA	NA	limited	limited	0.0000	3	0.7500	limited	limited	limited
Amycolatopsis lexingtonensis	moderate	limited	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Pseudomonas sichuanensis	NA	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	limited	limited	limited	0.0000	4	0.6667	limited	limited	limited
Sphingomonas phyllosphaerae	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.2727	11	0.0833	moderate	limited	limited
Pseudarthrobacter psychrotolerans	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	0.1667	12	0.0000	moderate	limited	limited
Pseudomonas fitomaticsae	limited	NA	limited	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Bifidobacterium eulemuris	moderate	NA	NA	limited	NA	limited	NA	limited	NA	limited	NA	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Pseudoalteromonas fuliginea	moderate	NA	limited	limited	limited	limited	limited	limited	limited	limited	NA	NA	limited	limited	0.0000	9	0.2500	limited	limited	limited
Chryseobacterium taichungense	limited	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Pusillimonas noertemannii	moderate	limited	limited	limited	limited	limited	NA	limited	limited	limited	NA	NA	limited	limited	0.0000	9	0.2500	limited	limited	limited
Dyella terrae	moderate	NA	NA	limited	limited	NA	NA	limited	NA	NA	limited	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Staphylococcus caeli	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	limited	limited	limited	0.0000	4	0.6667	limited	limited	limited
Caenibius tardaugens	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	NA	NA	NA	NA	limited	0.2500	8	0.3333	moderate	limited	limited
Pandoraea fibrosis	moderate	NA	moderate	limited	limited	NA	limited	limited	limited	limited	limited	limited	moderate	limited	0.2000	10	0.1667	moderate	limited	limited
Achromobacter agilis	moderate	limited	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.2500	12	0.0000	moderate	limited	limited
Veillonella infantium	moderate	limited	NA	limited	limited	limited	NA	limited	limited	NA	NA	limited	limited	limited	0.0000	8	0.3333	limited	limited	limited
Streptomyces capitiformicae	moderate	limited	limited	limited	limited	NA	NA	limited	NA	NA	NA	NA	limited	limited	0.0000	6	0.5000	limited	limited	limited
Clostridium aciditolerans	moderate	NA	NA	NA	limited	NA	NA	limited	limited	limited	NA	limited	limited	limited	0.0000	6	0.5000	limited	limited	limited
Microbacterium yannicii	moderate	limited	moderate	limited	limited	NA	limited	limited	limited	NA	limited	limited	moderate	limited	0.2000	10	0.1667	moderate	limited	limited
Burkholderia singularis	extensive	moderate	moderate	moderate	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.3636	11	0.0833	moderate	limited	limited
Pseudomonas nunensis	moderate	NA	limited	NA	NA	NA	NA	limited	NA	NA	NA	limited	limited	limited	0.0000	4	0.6667	limited	limited	limited
Mycobacterium persicum	moderate	NA	limited	NA	NA	NA	NA	limited	NA	NA	NA	limited	limited	limited	0.0000	4	0.6667	limited	limited	limited
Bradyrhizobium viridifuturi	extensive	moderate	moderate	moderate	limited	limited	limited	moderate	limited	moderate	limited	limited	moderate	moderate	0.5000	12	0.0000	moderate	limited	moderate
Citrobacter cronae	moderate	NA	moderate	NA	limited	NA	limited	limited	limited	NA	limited	limited	limited	limited	0.1250	8	0.3333	moderate	limited	limited
Epilithonimonas vandammei	limited	limited	limited	limited	limited	limited	limited	limited	limited	NA	limited	NA	limited	limited	0.0000	10	0.1667	limited	limited	limited
Pseudomonas anuradhapurensis	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Promicromonospora sukumoe	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Paraphotobacterium marinum	limited	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Paraburkholderia terricola	moderate	NA	moderate	limited	NA	NA	NA	limited	limited	limited	limited	limited	limited	limited	0.1250	8	0.3333	moderate	limited	limited
Erwinia iniecta	NA	NA	limited	limited	limited	limited	limited	limited	limited	NA	NA	limited	limited	limited	0.0000	9	0.2500	limited	limited	limited
Streptomyces asoensis	moderate	limited	limited	limited	limited	NA	NA	limited	NA	NA	limited	NA	limited	limited	0.0000	7	0.4167	limited	limited	limited
Planococcus plakortidis	limited	limited	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	limited	limited	0.0000	4	0.6667	limited	limited	limited
Clostridium tepidum	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Streptomyces glebosus	moderate	limited	limited	limited	limited	NA	limited	limited	limited	NA	limited	NA	limited	limited	0.0000	9	0.2500	limited	limited	limited
Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Vibrio ezurae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nan	0	1.0000			
Streptococcus marimammalium	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	NA	limited	limited	limited	0.0909	11	0.0833	moderate	limited	limited
Actinomadura yumaensis	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Microbacterium mangrovi	moderate	NA	moderate	limited	limited	limited	limited	limited	limited	limited	NA	limited	limited	limited	0.1000	10	0.1667	moderate	limited	limited
Actinomadura mexicana	moderate	limited	NA	NA	limited	NA	limited	limited	limited	NA	NA	NA	NA	limited	0.0000	5	0.5833	limited	limited	limited
Streptomyces krungchingensis	limited	limited	limited	limited	limited	NA	NA	limited	limited	NA	limited	NA	limited	limited	0.0000	8	0.3333	limited	limited	limited
Bradyrhizobium cajani	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	NA	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
[Curtobacterium] plantarum	moderate	NA	limited	limited	limited	NA	NA	limited	limited	limited	limited	NA	limited	limited	0.0000	8	0.3333	limited	limited	limited
Pseudomonas kermanshahensis	limited	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Mycolicibacterium phocaicum	extensive	NA	moderate	limited	limited	limited	limited	limited	NA	NA	limited	limited	moderate	limited	0.2222	9	0.2500	moderate	limited	limited
Sinorhizobium mexicanum	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	NA	limited	limited	0.0909	11	0.0833	moderate	limited	limited
Bradyrhizobium rifense	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	NA	moderate	limited	0.2000	10	0.1667	moderate	limited	limited
Microbacterium ginsengiterrae	moderate	limited	moderate	NA	limited	limited	NA	limited	NA	NA	limited	NA	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Halobiforma nitratireducens	limited	NA	NA	moderate	limited	NA	NA	limited	NA	NA	NA	NA	moderate	moderate	0.5000	4	0.6667	moderate	limited	moderate
Rhizobium lentis	moderate	limited	moderate	NA	limited	limited	limited	limited	NA	moderate	limited	NA	moderate	limited	0.3333	9	0.2500	moderate	limited	limited
Streptomyces nymphaeiformis	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Kaistella jeonii	NA	NA	NA	NA	limited	limited	NA	NA	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Leptothrix mobilis	moderate	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	moderate	limited	0.3333	3	0.7500	moderate	limited	limited
Bifidobacterium tissieri	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Rhizobium sophorae	moderate	NA	moderate	NA	limited	NA	NA	limited	NA	NA	limited	NA	NA	limited	0.2500	4	0.6667	moderate	limited	limited
Nocardiopsis alkaliphila	moderate	NA	moderate	NA	moderate	limited	NA	limited	limited	NA	NA	limited	limited	limited	0.2857	7	0.4167	moderate	limited	limited
Mesorhizobium septentrionale	moderate	NA	NA	limited	limited	NA	limited	limited	NA	NA	limited	limited	limited	limited	0.0000	7	0.4167	limited	limited	limited
Mesorhizobium tamadayense	NA	NA	moderate	limited	limited	limited	NA	limited	NA	NA	limited	limited	limited	limited	0.1250	8	0.3333	moderate	limited	limited
Promicromonospora citrea	moderate	NA	moderate	limited	limited	limited	limited	limited	limited	NA	limited	limited	limited	limited	0.1000	10	0.1667	moderate	limited	limited
Dietzia lutea	moderate	NA	moderate	moderate	limited	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.4000	5	0.5833	moderate	limited	limited
Providencia huaxiensis	limited	NA	NA	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	1	0.9167			
Microterricola viridarii	NA	NA	NA	limited	limited	NA	NA	limited	NA	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Vibrio xiamenensis	moderate	NA	moderate	moderate	limited	limited	limited	limited	limited	limited	limited	NA	moderate	limited	0.3000	10	0.1667	moderate	limited	limited
Actinotignum sanguinis	moderate	limited	moderate	moderate	limited	limited	limited	limited	NA	limited	NA	limited	moderate	limited	0.3000	10	0.1667	moderate	limited	limited
Streptomyces lydicamycinicus	moderate	limited	limited	limited	limited	limited	NA	limited	limited	NA	limited	NA	moderate	limited	0.1111	9	0.2500	moderate	limited	limited
Rhizobium sophoriradicis	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	moderate	limited	NA	moderate	limited	0.4545	11	0.0833	moderate	limited	limited
Pseudomonas xantholysinigenes	NA	NA	limited	NA	limited	NA	NA	NA	NA	NA	NA	limited	limited	limited	0.0000	4	0.6667	limited	limited	limited
Streptomyces musisoli	moderate	NA	moderate	limited	limited	NA	limited	limited	limited	NA	limited	limited	moderate	limited	0.2222	9	0.2500	moderate	limited	limited
Pseudomonas canavaninivorans	NA	NA	limited	limited	limited	limited	NA	limited	NA	limited	limited	limited	limited	limited	0.0000	9	0.2500	limited	limited	limited
Legionella steigerwaltii	moderate	NA	NA	NA	limited	limited	limited	limited	limited	NA	NA	limited	limited	limited	0.0000	7	0.4167	limited	limited	limited
Pseudomonas promysalinigenes	NA	NA	moderate	NA	limited	NA	limited	limited	NA	NA	NA	limited	limited	limited	0.1667	6	0.5000	moderate	limited	limited
Bradyrhizobium huanghuaihaiense	moderate	moderate	moderate	moderate	limited	limited	limited	limited	NA	moderate	limited	limited	moderate	limited	0.4545	11	0.0833	moderate	limited	limited
Pseudoalteromonas piratica	moderate	limited	moderate	NA	limited	NA	limited	limited	NA	NA	limited	NA	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Nocardiopsis halophila	moderate	limited	moderate	moderate	moderate	limited	NA	limited	limited	NA	NA	limited	moderate	limited	0.4444	9	0.2500	moderate	limited	limited
Tatumella morbirosei	NA	NA	NA	NA	limited	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Streptomyces pinistramenti	moderate	limited	moderate	limited	NA	NA	NA	limited	limited	NA	NA	limited	limited	limited	0.1429	7	0.4167	moderate	limited	limited
Mycoplana ramosa	limited	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Arthrobacter methylotrophus	moderate	NA	moderate	limited	moderate	limited	limited	limited	limited	NA	limited	limited	moderate	limited	0.3000	10	0.1667	moderate	limited	limited
Nonomuraea candida	moderate	NA	NA	NA	limited	limited	NA	limited	limited	NA	limited	NA	NA	limited	0.0000	5	0.5833	limited	limited	limited
Mesorhizobium camelthorni	moderate	NA	moderate	NA	limited	NA	NA	limited	NA	NA	NA	NA	limited	limited	0.2500	4	0.6667	moderate	limited	limited
Xanthomonas dyei	limited	NA	moderate	NA	limited	NA	NA	limited	limited	NA	NA	NA	NA	limited	0.2500	4	0.6667	moderate	limited	limited
Acetobacter sicerae	NA	NA	NA	NA	NA	NA	NA	limited	limited	NA	NA	NA	NA	NA	nan	2	0.8333			
Photobacterium aquimaris	moderate	moderate	moderate	moderate	limited	NA	NA	limited	NA	NA	NA	limited	moderate	moderate	0.5714	7	0.4167	moderate	limited	moderate
Arhodomonas aquaeolei	moderate	limited	NA	moderate	moderate	limited	NA	limited	NA	NA	NA	NA	NA	limited	0.4000	5	0.5833	moderate	limited	limited
Flavobacterium antarcticum	limited	limited	moderate	NA	limited	NA	NA	limited	NA	NA	limited	limited	moderate	limited	0.2857	7	0.4167	moderate	limited	limited
Bradyrhizobium symbiodeficiens	moderate	moderate	moderate	moderate	limited	limited	limited	limited	limited	NA	limited	NA	moderate	limited	0.4000	10	0.1667	moderate	limited	limited
Rhizobium hidalgonense	moderate	NA	limited	NA	NA	NA	limited	limited	NA	NA	limited	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Gordonia phthalatica	moderate	NA	NA	NA	limited	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Arcanobacterium hippocoleae	NA	NA	moderate	limited	limited	NA	NA	limited	limited	NA	NA	NA	limited	limited	0.1667	6	0.5000	moderate	limited	limited
Corynebacterium pollutisoli	limited	NA	moderate	NA	limited	NA	NA	NA	limited	NA	NA	limited	limited	limited	0.2000	5	0.5833	moderate	limited	limited
Cnuibacter physcomitrellae	limited	NA	NA	NA	NA	NA	NA	limited	limited	NA	NA	NA	NA	NA	nan	2	0.8333			
Corynebacterium pseudopelargi	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	NA	limited	moderate	limited	0.1818	11	0.0833	moderate	limited	limited
Brucella pseudogrignonensis	moderate	limited	moderate	NA	limited	NA	NA	limited	limited	NA	NA	NA	limited	limited	0.1667	6	0.5000	moderate	limited	limited
Mycobacterium paraseoulense	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	NA	limited	limited	limited	0.0000	11	0.0833	limited	limited	limited
Streptomyces altiplanensis	moderate	limited	limited	NA	NA	NA	NA	limited	NA	NA	limited	NA	limited	limited	0.0000	5	0.5833	limited	limited	limited
Haloterrigena salina	moderate	moderate	moderate	moderate	moderate	NA	NA	limited	NA	NA	NA	NA	moderate	moderate	0.8333	6	0.5000	moderate	limited	moderate
Bradyrhizobium cosmicum	NA	NA	limited	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	nan	2	0.8333			
Streptomyces albiflavescens	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	moderate	limited	0.1667	12	0.0000	moderate	limited	limited
Microbacterium aurantiacum	moderate	limited	moderate	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	limited	0.0833	12	0.0000	moderate	limited	limited
Shewanella fidelis	moderate	limited	NA	moderate	limited	limited	NA	limited	limited	NA	NA	NA	moderate	limited	0.2857	7	0.4167	moderate	limited	limited
Chimaeribacter arupi	limited	NA	NA	NA	NA	NA	limited	limited	limited	NA	NA	NA	NA	limited	0.0000	3	0.7500	limited	limited	limited
Staphylococcus borealis	NA	NA	NA	NA	limited	NA	NA	NA	NA	NA	NA	limited	NA	NA	nan	2	0.8333			
Pseudomonas iranensis	moderate	moderate	moderate	moderate	moderate	NA	NA	limited	limited	NA	limited	limited	moderate	moderate	0.5556	9	0.2500	moderate	limited	moderate
